bookId,gradeBaseId,semester,gradeLabel,subjectId,subjectLabel,editionId,editionLabel,title,status,sourceUrlOrBook,editionYear,unitLabels,notes
jsph-science-pri_g1-s1,pri_g1,s1,小学一年级（上）,science,科学,jsph,苏教版,义务教育教科书·科学（苏教版）小学一年级上册,draft,,,植物|动物|我们的身体|天气|水|空气,
kexue-science-pri_g1-s1,pri_g1,s1,小学一年级（上）,science,科学,kexue,教科版,义务教育教科书·科学（教科版）小学一年级上册,draft,,,植物|动物|天气|观察叶片|比较异同|我们怎么知道,
pep-morality-pri_g1-s1,pri_g1,s1,小学一年级（上）,morality,道德与法治,pep,人教版,义务教育教科书·道德与法治（人教版）小学一年级上册,draft,,,我是小学生|校园生活真快乐|家园与亲情|美丽的生命|安全记心上,
pep-pe-pri_g1-s1,pri_g1,s1,小学一年级（上）,pe,体育与健康,pep,人教版,义务教育教科书·体育与健康（人教版）小学一年级上册,draft,,,队列与体操|基本活动|游戏与比赛|体能练习|健康知识,
pep-music-pri_g1-s1,pri_g1,s1,小学一年级（上）,music,音乐,pep,人教版,义务教育教科书·音乐（人教版）小学一年级上册,draft,,,有趣的声音世界|我的家|劳动最光荣|小小音乐家|唱响国歌,
pep-art-pri_g1-s1,pri_g1,s1,小学一年级（上）,art,美术,pep,人教版,义务教育教科书·美术（人教版）小学一年级上册,draft,,,让大家认识我|花儿朵朵开|彩线连彩点|鱼儿游游|我的好朋友,
pep-chinese-pri_g1-s2,pri_g1,s2,小学一年级（下）,chinese,语文,pep,人教版,义务教育教科书·语文（人教版）小学一年级下册,draft,,,春夏秋冬|姓氏歌|小青蛙|猜字谜|吃水不忘挖井人|我多想去看看|四个太阳|小公鸡和小鸭子|树和喜鹊|怎么都快乐|静夜思|夜色|端午粽|动物儿歌|古对今|操场上|人之初|古诗二首|浪花|荷叶圆圆|要下雨了|文具的家|一分钟|动物王国开大会|小猴子下山|棉花姑娘|咕咚|小壁虎借尾巴|语文园地|快乐读书吧,
jsph-chinese-pri_g1-s2,pri_g1,s2,小学一年级（下）,chinese,语文,jsph,苏教版,义务教育教科书·语文（苏教版）小学一年级下册,pending,,,,
pep-math-pri_g1-s2,pri_g1,s2,小学一年级（下）,math,数学,pep,人教版,义务教育教科书·数学（人教版）小学一年级下册,draft,,,认识图形（二）|20 以内的退位减法|分类与整理|100 以内数的认识|认识人民币|100 以内的加法和减法（一）|认识时间|找规律|总复习,
bnup-math-pri_g1-s2,pri_g1,s2,小学一年级（下）,math,数学,bnup,北师大版,义务教育教科书·数学（北师大版）小学一年级下册,pending,,,,
jsph-math-pri_g1-s2,pri_g1,s2,小学一年级（下）,math,数学,jsph,苏教版,义务教育教科书·数学（苏教版）小学一年级下册,pending,,,,
pep-english-pri_g1-s2,pri_g1,s2,小学一年级（下）,english,英语,pep,人教版,义务教育教科书·英语（人教版）小学一年级下册,pending,,,,
bnup-english-pri_g1-s2,pri_g1,s2,小学一年级（下）,english,英语,bnup,北师大版,义务教育教科书·英语（北师大版）小学一年级下册,pending,,,,
waiyan-english-pri_g1-s2,pri_g1,s2,小学一年级（下）,english,英语,waiyan,外研版,义务教育教科书·英语（外研版）小学一年级下册,pending,,,,
yilin-english-pri_g1-s2,pri_g1,s2,小学一年级（下）,english,英语,yilin,译林版,义务教育教科书·英语（译林版）小学一年级下册,pending,,,,
pep-science-pri_g1-s2,pri_g1,s2,小学一年级（下）,science,科学,pep,人教版,义务教育教科书·科学（人教版）小学一年级下册,pending,,,,
jsph-science-pri_g1-s2,pri_g1,s2,小学一年级（下）,science,科学,jsph,苏教版,义务教育教科书·科学（苏教版）小学一年级下册,pending,,,,
kexue-science-pri_g1-s2,pri_g1,s2,小学一年级（下）,science,科学,kexue,教科版,义务教育教科书·科学（教科版）小学一年级下册,pending,,,,
pep-morality-pri_g1-s2,pri_g1,s2,小学一年级（下）,morality,道德与法治,pep,人教版,义务教育教科书·道德与法治（人教版）小学一年级下册,pending,,,,
pep-pe-pri_g1-s2,pri_g1,s2,小学一年级（下）,pe,体育与健康,pep,人教版,义务教育教科书·体育与健康（人教版）小学一年级下册,pending,,,,
pep-music-pri_g1-s2,pri_g1,s2,小学一年级（下）,music,音乐,pep,人教版,义务教育教科书·音乐（人教版）小学一年级下册,pending,,,,
pep-art-pri_g1-s2,pri_g1,s2,小学一年级（下）,art,美术,pep,人教版,义务教育教科书·美术（人教版）小学一年级下册,pending,,,,
pep-chinese-pri_g2-s1,pri_g2,s1,小学二年级（上）,chinese,语文,pep,人教版,义务教育教科书·语文（人教版）小学二年级上册,pending,,,,
jsph-chinese-pri_g2-s1,pri_g2,s1,小学二年级（上）,chinese,语文,jsph,苏教版,义务教育教科书·语文（苏教版）小学二年级上册,pending,,,,
pep-math-pri_g2-s1,pri_g2,s1,小学二年级（上）,math,数学,pep,人教版,义务教育教科书·数学（人教版）小学二年级上册,draft,,,长度单位|100 以内的加法和减法（二）|角的初步认识|表内乘法（一）|观察物体（一）|表内乘法（二）|认识时间|数学广角——搭配（一）|总复习,
bnup-math-pri_g2-s1,pri_g2,s1,小学二年级（上）,math,数学,bnup,北师大版,义务教育教科书·数学（北师大版）小学二年级上册,pending,,,,
jsph-math-pri_g2-s1,pri_g2,s1,小学二年级（上）,math,数学,jsph,苏教版,义务教育教科书·数学（苏教版）小学二年级上册,pending,,,,
pep-english-pri_g2-s1,pri_g2,s1,小学二年级（上）,english,英语,pep,人教版,义务教育教科书·英语（人教版）小学二年级上册,pending,,,,
bnup-english-pri_g2-s1,pri_g2,s1,小学二年级（上）,english,英语,bnup,北师大版,义务教育教科书·英语（北师大版）小学二年级上册,pending,,,,
waiyan-english-pri_g2-s1,pri_g2,s1,小学二年级（上）,english,英语,waiyan,外研版,义务教育教科书·英语（外研版）小学二年级上册,pending,,,,
yilin-english-pri_g2-s1,pri_g2,s1,小学二年级（上）,english,英语,yilin,译林版,义务教育教科书·英语（译林版）小学二年级上册,pending,,,,
pep-science-pri_g2-s1,pri_g2,s1,小学二年级（上）,science,科学,pep,人教版,义务教育教科书·科学（人教版）小学二年级上册,pending,,,,
jsph-science-pri_g2-s1,pri_g2,s1,小学二年级（上）,science,科学,jsph,苏教版,义务教育教科书·科学（苏教版）小学二年级上册,pending,,,,
kexue-science-pri_g2-s1,pri_g2,s1,小学二年级（上）,science,科学,kexue,教科版,义务教育教科书·科学（教科版）小学二年级上册,pending,,,,
pep-morality-pri_g2-s1,pri_g2,s1,小学二年级（上）,morality,道德与法治,pep,人教版,义务教育教科书·道德与法治（人教版）小学二年级上册,pending,,,,
pep-pe-pri_g2-s1,pri_g2,s1,小学二年级（上）,pe,体育与健康,pep,人教版,义务教育教科书·体育与健康（人教版）小学二年级上册,pending,,,,
pep-music-pri_g2-s1,pri_g2,s1,小学二年级（上）,music,音乐,pep,人教版,义务教育教科书·音乐（人教版）小学二年级上册,pending,,,,
pep-art-pri_g2-s1,pri_g2,s1,小学二年级（上）,art,美术,pep,人教版,义务教育教科书·美术（人教版）小学二年级上册,pending,,,,
pep-chinese-pri_g2-s2,pri_g2,s2,小学二年级（下）,chinese,语文,pep,人教版,义务教育教科书·语文（人教版）小学二年级下册,pending,,,,
jsph-chinese-pri_g2-s2,pri_g2,s2,小学二年级（下）,chinese,语文,jsph,苏教版,义务教育教科书·语文（苏教版）小学二年级下册,pending,,,,
pep-math-pri_g2-s2,pri_g2,s2,小学二年级（下）,math,数学,pep,人教版,义务教育教科书·数学（人教版）小学二年级下册,draft,,,数据收集整理|表内除法（一）|图形的运动（一）|表内除法（二）|混合运算|有余数的除法|万以内数的认识|克和千克|数学广角——推理|总复习,
bnup-math-pri_g2-s2,pri_g2,s2,小学二年级（下）,math,数学,bnup,北师大版,义务教育教科书·数学（北师大版）小学二年级下册,pending,,,,
jsph-math-pri_g2-s2,pri_g2,s2,小学二年级（下）,math,数学,jsph,苏教版,义务教育教科书·数学（苏教版）小学二年级下册,pending,,,,
pep-english-pri_g2-s2,pri_g2,s2,小学二年级（下）,english,英语,pep,人教版,义务教育教科书·英语（人教版）小学二年级下册,pending,,,,
bnup-english-pri_g2-s2,pri_g2,s2,小学二年级（下）,english,英语,bnup,北师大版,义务教育教科书·英语（北师大版）小学二年级下册,pending,,,,
waiyan-english-pri_g2-s2,pri_g2,s2,小学二年级（下）,english,英语,waiyan,外研版,义务教育教科书·英语（外研版）小学二年级下册,pending,,,,
yilin-english-pri_g2-s2,pri_g2,s2,小学二年级（下）,english,英语,yilin,译林版,义务教育教科书·英语（译林版）小学二年级下册,pending,,,,
pep-science-pri_g2-s2,pri_g2,s2,小学二年级（下）,science,科学,pep,人教版,义务教育教科书·科学（人教版）小学二年级下册,pending,,,,
jsph-science-pri_g2-s2,pri_g2,s2,小学二年级（下）,science,科学,jsph,苏教版,义务教育教科书·科学（苏教版）小学二年级下册,pending,,,,
kexue-science-pri_g2-s2,pri_g2,s2,小学二年级（下）,science,科学,kexue,教科版,义务教育教科书·科学（教科版）小学二年级下册,pending,,,,
pep-morality-pri_g2-s2,pri_g2,s2,小学二年级（下）,morality,道德与法治,pep,人教版,义务教育教科书·道德与法治（人教版）小学二年级下册,pending,,,,
pep-pe-pri_g2-s2,pri_g2,s2,小学二年级（下）,pe,体育与健康,pep,人教版,义务教育教科书·体育与健康（人教版）小学二年级下册,pending,,,,
pep-music-pri_g2-s2,pri_g2,s2,小学二年级（下）,music,音乐,pep,人教版,义务教育教科书·音乐（人教版）小学二年级下册,pending,,,,
pep-art-pri_g2-s2,pri_g2,s2,小学二年级（下）,art,美术,pep,人教版,义务教育教科书·美术（人教版）小学二年级下册,pending,,,,
pep-chinese-pri_g3-s1,pri_g3,s1,小学三年级（上）,chinese,语文,pep,人教版,义务教育教科书·语文（人教版）小学三年级上册,pending,,,,
jsph-chinese-pri_g3-s1,pri_g3,s1,小学三年级（上）,chinese,语文,jsph,苏教版,义务教育教科书·语文（苏教版）小学三年级上册,pending,,,,
pep-math-pri_g3-s1,pri_g3,s1,小学三年级（上）,math,数学,pep,人教版,义务教育教科书·数学（人教版）小学三年级上册,draft,,,时、分、秒|万以内的加法和减法（一）|测量|万以内的加法和减法（二）|倍的认识|多位数乘一位数|长方形和正方形|分数的初步认识|数学广角——集合|总复习,
bnup-math-pri_g3-s1,pri_g3,s1,小学三年级（上）,math,数学,bnup,北师大版,义务教育教科书·数学（北师大版）小学三年级上册,pending,,,,
jsph-math-pri_g3-s1,pri_g3,s1,小学三年级（上）,math,数学,jsph,苏教版,义务教育教科书·数学（苏教版）小学三年级上册,pending,,,,
pep-english-pri_g3-s1,pri_g3,s1,小学三年级（上）,english,英语,pep,人教版,义务教育教科书·英语（人教版）小学三年级上册,pending,,,,
bnup-english-pri_g3-s1,pri_g3,s1,小学三年级（上）,english,英语,bnup,北师大版,义务教育教科书·英语（北师大版）小学三年级上册,pending,,,,
waiyan-english-pri_g3-s1,pri_g3,s1,小学三年级（上）,english,英语,waiyan,外研版,义务教育教科书·英语（外研版）小学三年级上册,pending,,,,
yilin-english-pri_g3-s1,pri_g3,s1,小学三年级（上）,english,英语,yilin,译林版,义务教育教科书·英语（译林版）小学三年级上册,pending,,,,
pep-science-pri_g3-s1,pri_g3,s1,小学三年级（上）,science,科学,pep,人教版,义务教育教科书·科学（人教版）小学三年级上册,pending,,,,
jsph-science-pri_g3-s1,pri_g3,s1,小学三年级（上）,science,科学,jsph,苏教版,义务教育教科书·科学（苏教版）小学三年级上册,pending,,,,
kexue-science-pri_g3-s1,pri_g3,s1,小学三年级（上）,science,科学,kexue,教科版,义务教育教科书·科学（教科版）小学三年级上册,pending,,,,
pep-morality-pri_g3-s1,pri_g3,s1,小学三年级（上）,morality,道德与法治,pep,人教版,义务教育教科书·道德与法治（人教版）小学三年级上册,pending,,,,
pep-pe-pri_g3-s1,pri_g3,s1,小学三年级（上）,pe,体育与健康,pep,人教版,义务教育教科书·体育与健康（人教版）小学三年级上册,pending,,,,
pep-music-pri_g3-s1,pri_g3,s1,小学三年级（上）,music,音乐,pep,人教版,义务教育教科书·音乐（人教版）小学三年级上册,pending,,,,
pep-art-pri_g3-s1,pri_g3,s1,小学三年级（上）,art,美术,pep,人教版,义务教育教科书·美术（人教版）小学三年级上册,pending,,,,
pep-chinese-pri_g3-s2,pri_g3,s2,小学三年级（下）,chinese,语文,pep,人教版,义务教育教科书·语文（人教版）小学三年级下册,pending,,,,
jsph-chinese-pri_g3-s2,pri_g3,s2,小学三年级（下）,chinese,语文,jsph,苏教版,义务教育教科书·语文（苏教版）小学三年级下册,pending,,,,
pep-math-pri_g3-s2,pri_g3,s2,小学三年级（下）,math,数学,pep,人教版,义务教育教科书·数学（人教版）小学三年级下册,draft,,,位置与方向（一）|除数是一位数的除法|复式统计表|两位数乘两位数|面积|年、月、日|小数的初步认识|数学广角——搭配（二）|总复习,
bnup-math-pri_g3-s2,pri_g3,s2,小学三年级（下）,math,数学,bnup,北师大版,义务教育教科书·数学（北师大版）小学三年级下册,pending,,,,
jsph-math-pri_g3-s2,pri_g3,s2,小学三年级（下）,math,数学,jsph,苏教版,义务教育教科书·数学（苏教版）小学三年级下册,pending,,,,
pep-english-pri_g3-s2,pri_g3,s2,小学三年级（下）,english,英语,pep,人教版,义务教育教科书·英语（人教版）小学三年级下册,pending,,,,
bnup-english-pri_g3-s2,pri_g3,s2,小学三年级（下）,english,英语,bnup,北师大版,义务教育教科书·英语（北师大版）小学三年级下册,pending,,,,
waiyan-english-pri_g3-s2,pri_g3,s2,小学三年级（下）,english,英语,waiyan,外研版,义务教育教科书·英语（外研版）小学三年级下册,pending,,,,
yilin-english-pri_g3-s2,pri_g3,s2,小学三年级（下）,english,英语,yilin,译林版,义务教育教科书·英语（译林版）小学三年级下册,pending,,,,
pep-science-pri_g3-s2,pri_g3,s2,小学三年级（下）,science,科学,pep,人教版,义务教育教科书·科学（人教版）小学三年级下册,pending,,,,
jsph-science-pri_g3-s2,pri_g3,s2,小学三年级（下）,science,科学,jsph,苏教版,义务教育教科书·科学（苏教版）小学三年级下册,pending,,,,
kexue-science-pri_g3-s2,pri_g3,s2,小学三年级（下）,science,科学,kexue,教科版,义务教育教科书·科学（教科版）小学三年级下册,pending,,,,
pep-morality-pri_g3-s2,pri_g3,s2,小学三年级（下）,morality,道德与法治,pep,人教版,义务教育教科书·道德与法治（人教版）小学三年级下册,pending,,,,
pep-pe-pri_g3-s2,pri_g3,s2,小学三年级（下）,pe,体育与健康,pep,人教版,义务教育教科书·体育与健康（人教版）小学三年级下册,pending,,,,
pep-music-pri_g3-s2,pri_g3,s2,小学三年级（下）,music,音乐,pep,人教版,义务教育教科书·音乐（人教版）小学三年级下册,pending,,,,
pep-art-pri_g3-s2,pri_g3,s2,小学三年级（下）,art,美术,pep,人教版,义务教育教科书·美术（人教版）小学三年级下册,pending,,,,
pep-chinese-pri_g4-s1,pri_g4,s1,小学四年级（上）,chinese,语文,pep,人教版,义务教育教科书·语文（人教版）小学四年级上册,pending,,,,
jsph-chinese-pri_g4-s1,pri_g4,s1,小学四年级（上）,chinese,语文,jsph,苏教版,义务教育教科书·语文（苏教版）小学四年级上册,pending,,,,
pep-math-pri_g4-s1,pri_g4,s1,小学四年级（上）,math,数学,pep,人教版,义务教育教科书·数学（人教版）小学四年级上册,draft,,,大数的认识|公顷和平方千米|角的度量|三位数乘两位数|平行四边形和梯形|除数是两位数的除法|条形统计图|数学广角——优化|总复习,
bnup-math-pri_g4-s1,pri_g4,s1,小学四年级（上）,math,数学,bnup,北师大版,义务教育教科书·数学（北师大版）小学四年级上册,pending,,,,
jsph-math-pri_g4-s1,pri_g4,s1,小学四年级（上）,math,数学,jsph,苏教版,义务教育教科书·数学（苏教版）小学四年级上册,pending,,,,
pep-english-pri_g4-s1,pri_g4,s1,小学四年级（上）,english,英语,pep,人教版,义务教育教科书·英语（人教版）小学四年级上册,pending,,,,
bnup-english-pri_g4-s1,pri_g4,s1,小学四年级（上）,english,英语,bnup,北师大版,义务教育教科书·英语（北师大版）小学四年级上册,pending,,,,
waiyan-english-pri_g4-s1,pri_g4,s1,小学四年级（上）,english,英语,waiyan,外研版,义务教育教科书·英语（外研版）小学四年级上册,pending,,,,
yilin-english-pri_g4-s1,pri_g4,s1,小学四年级（上）,english,英语,yilin,译林版,义务教育教科书·英语（译林版）小学四年级上册,pending,,,,
pep-science-pri_g4-s1,pri_g4,s1,小学四年级（上）,science,科学,pep,人教版,义务教育教科书·科学（人教版）小学四年级上册,pending,,,,
jsph-science-pri_g4-s1,pri_g4,s1,小学四年级（上）,science,科学,jsph,苏教版,义务教育教科书·科学（苏教版）小学四年级上册,pending,,,,
kexue-science-pri_g4-s1,pri_g4,s1,小学四年级（上）,science,科学,kexue,教科版,义务教育教科书·科学（教科版）小学四年级上册,pending,,,,
pep-morality-pri_g4-s1,pri_g4,s1,小学四年级（上）,morality,道德与法治,pep,人教版,义务教育教科书·道德与法治（人教版）小学四年级上册,pending,,,,
pep-pe-pri_g4-s1,pri_g4,s1,小学四年级（上）,pe,体育与健康,pep,人教版,义务教育教科书·体育与健康（人教版）小学四年级上册,pending,,,,
pep-music-pri_g4-s1,pri_g4,s1,小学四年级（上）,music,音乐,pep,人教版,义务教育教科书·音乐（人教版）小学四年级上册,pending,,,,
pep-art-pri_g4-s1,pri_g4,s1,小学四年级（上）,art,美术,pep,人教版,义务教育教科书·美术（人教版）小学四年级上册,pending,,,,
pep-chinese-pri_g4-s2,pri_g4,s2,小学四年级（下）,chinese,语文,pep,人教版,义务教育教科书·语文（人教版）小学四年级下册,pending,,,,
jsph-chinese-pri_g4-s2,pri_g4,s2,小学四年级（下）,chinese,语文,jsph,苏教版,义务教育教科书·语文（苏教版）小学四年级下册,pending,,,,
pep-math-pri_g4-s2,pri_g4,s2,小学四年级（下）,math,数学,pep,人教版,义务教育教科书·数学（人教版）小学四年级下册,draft,,,四则运算|观察物体（二）|运算定律|小数的意义和性质|三角形|小数的加法和减法|图形的运动（二）|平均数与条形统计图|数学广角——鸡兔同笼|总复习,
bnup-math-pri_g4-s2,pri_g4,s2,小学四年级（下）,math,数学,bnup,北师大版,义务教育教科书·数学（北师大版）小学四年级下册,pending,,,,
jsph-math-pri_g4-s2,pri_g4,s2,小学四年级（下）,math,数学,jsph,苏教版,义务教育教科书·数学（苏教版）小学四年级下册,pending,,,,
pep-english-pri_g4-s2,pri_g4,s2,小学四年级（下）,english,英语,pep,人教版,义务教育教科书·英语（人教版）小学四年级下册,pending,,,,
bnup-english-pri_g4-s2,pri_g4,s2,小学四年级（下）,english,英语,bnup,北师大版,义务教育教科书·英语（北师大版）小学四年级下册,pending,,,,
waiyan-english-pri_g4-s2,pri_g4,s2,小学四年级（下）,english,英语,waiyan,外研版,义务教育教科书·英语（外研版）小学四年级下册,pending,,,,
yilin-english-pri_g4-s2,pri_g4,s2,小学四年级（下）,english,英语,yilin,译林版,义务教育教科书·英语（译林版）小学四年级下册,pending,,,,
pep-science-pri_g4-s2,pri_g4,s2,小学四年级（下）,science,科学,pep,人教版,义务教育教科书·科学（人教版）小学四年级下册,pending,,,,
jsph-science-pri_g4-s2,pri_g4,s2,小学四年级（下）,science,科学,jsph,苏教版,义务教育教科书·科学（苏教版）小学四年级下册,pending,,,,
kexue-science-pri_g4-s2,pri_g4,s2,小学四年级（下）,science,科学,kexue,教科版,义务教育教科书·科学（教科版）小学四年级下册,pending,,,,
pep-morality-pri_g4-s2,pri_g4,s2,小学四年级（下）,morality,道德与法治,pep,人教版,义务教育教科书·道德与法治（人教版）小学四年级下册,pending,,,,
pep-pe-pri_g4-s2,pri_g4,s2,小学四年级（下）,pe,体育与健康,pep,人教版,义务教育教科书·体育与健康（人教版）小学四年级下册,pending,,,,
pep-music-pri_g4-s2,pri_g4,s2,小学四年级（下）,music,音乐,pep,人教版,义务教育教科书·音乐（人教版）小学四年级下册,pending,,,,
pep-art-pri_g4-s2,pri_g4,s2,小学四年级（下）,art,美术,pep,人教版,义务教育教科书·美术（人教版）小学四年级下册,pending,,,,
pep-chinese-pri_g5-s1,pri_g5,s1,小学五年级（上）,chinese,语文,pep,人教版,义务教育教科书·语文（人教版）小学五年级上册,pending,,,,
jsph-chinese-pri_g5-s1,pri_g5,s1,小学五年级（上）,chinese,语文,jsph,苏教版,义务教育教科书·语文（苏教版）小学五年级上册,pending,,,,
pep-math-pri_g5-s1,pri_g5,s1,小学五年级（上）,math,数学,pep,人教版,义务教育教科书·数学（人教版）小学五年级上册,draft,,,小数乘法|位置|小数除法|可能性|简易方程|多边形的面积|数学广角——植树问题|总复习,
bnup-math-pri_g5-s1,pri_g5,s1,小学五年级（上）,math,数学,bnup,北师大版,义务教育教科书·数学（北师大版）小学五年级上册,pending,,,,
jsph-math-pri_g5-s1,pri_g5,s1,小学五年级（上）,math,数学,jsph,苏教版,义务教育教科书·数学（苏教版）小学五年级上册,pending,,,,
pep-english-pri_g5-s1,pri_g5,s1,小学五年级（上）,english,英语,pep,人教版,义务教育教科书·英语（人教版）小学五年级上册,pending,,,,
bnup-english-pri_g5-s1,pri_g5,s1,小学五年级（上）,english,英语,bnup,北师大版,义务教育教科书·英语（北师大版）小学五年级上册,pending,,,,
waiyan-english-pri_g5-s1,pri_g5,s1,小学五年级（上）,english,英语,waiyan,外研版,义务教育教科书·英语（外研版）小学五年级上册,pending,,,,
yilin-english-pri_g5-s1,pri_g5,s1,小学五年级（上）,english,英语,yilin,译林版,义务教育教科书·英语（译林版）小学五年级上册,pending,,,,
pep-science-pri_g5-s1,pri_g5,s1,小学五年级（上）,science,科学,pep,人教版,义务教育教科书·科学（人教版）小学五年级上册,pending,,,,
jsph-science-pri_g5-s1,pri_g5,s1,小学五年级（上）,science,科学,jsph,苏教版,义务教育教科书·科学（苏教版）小学五年级上册,pending,,,,
kexue-science-pri_g5-s1,pri_g5,s1,小学五年级（上）,science,科学,kexue,教科版,义务教育教科书·科学（教科版）小学五年级上册,pending,,,,
pep-morality-pri_g5-s1,pri_g5,s1,小学五年级（上）,morality,道德与法治,pep,人教版,义务教育教科书·道德与法治（人教版）小学五年级上册,pending,,,,
pep-pe-pri_g5-s1,pri_g5,s1,小学五年级（上）,pe,体育与健康,pep,人教版,义务教育教科书·体育与健康（人教版）小学五年级上册,pending,,,,
pep-music-pri_g5-s1,pri_g5,s1,小学五年级（上）,music,音乐,pep,人教版,义务教育教科书·音乐（人教版）小学五年级上册,pending,,,,
pep-art-pri_g5-s1,pri_g5,s1,小学五年级（上）,art,美术,pep,人教版,义务教育教科书·美术（人教版）小学五年级上册,pending,,,,
pep-chinese-pri_g5-s2,pri_g5,s2,小学五年级（下）,chinese,语文,pep,人教版,义务教育教科书·语文（人教版）小学五年级下册,pending,,,,
jsph-chinese-pri_g5-s2,pri_g5,s2,小学五年级（下）,chinese,语文,jsph,苏教版,义务教育教科书·语文（苏教版）小学五年级下册,pending,,,,
pep-math-pri_g5-s2,pri_g5,s2,小学五年级（下）,math,数学,pep,人教版,义务教育教科书·数学（人教版）小学五年级下册,draft,,,观察物体（三）|因数与倍数|长方体和正方体|分数的意义和性质|图形的运动（三）|分数的加法和减法|折线统计图|数学广角——找次品|总复习,
bnup-math-pri_g5-s2,pri_g5,s2,小学五年级（下）,math,数学,bnup,北师大版,义务教育教科书·数学（北师大版）小学五年级下册,pending,,,,
jsph-math-pri_g5-s2,pri_g5,s2,小学五年级（下）,math,数学,jsph,苏教版,义务教育教科书·数学（苏教版）小学五年级下册,pending,,,,
pep-english-pri_g5-s2,pri_g5,s2,小学五年级（下）,english,英语,pep,人教版,义务教育教科书·英语（人教版）小学五年级下册,pending,,,,
bnup-english-pri_g5-s2,pri_g5,s2,小学五年级（下）,english,英语,bnup,北师大版,义务教育教科书·英语（北师大版）小学五年级下册,pending,,,,
waiyan-english-pri_g5-s2,pri_g5,s2,小学五年级（下）,english,英语,waiyan,外研版,义务教育教科书·英语（外研版）小学五年级下册,pending,,,,
yilin-english-pri_g5-s2,pri_g5,s2,小学五年级（下）,english,英语,yilin,译林版,义务教育教科书·英语（译林版）小学五年级下册,pending,,,,
pep-science-pri_g5-s2,pri_g5,s2,小学五年级（下）,science,科学,pep,人教版,义务教育教科书·科学（人教版）小学五年级下册,pending,,,,
jsph-science-pri_g5-s2,pri_g5,s2,小学五年级（下）,science,科学,jsph,苏教版,义务教育教科书·科学（苏教版）小学五年级下册,pending,,,,
kexue-science-pri_g5-s2,pri_g5,s2,小学五年级（下）,science,科学,kexue,教科版,义务教育教科书·科学（教科版）小学五年级下册,pending,,,,
pep-morality-pri_g5-s2,pri_g5,s2,小学五年级（下）,morality,道德与法治,pep,人教版,义务教育教科书·道德与法治（人教版）小学五年级下册,pending,,,,
pep-pe-pri_g5-s2,pri_g5,s2,小学五年级（下）,pe,体育与健康,pep,人教版,义务教育教科书·体育与健康（人教版）小学五年级下册,pending,,,,
pep-music-pri_g5-s2,pri_g5,s2,小学五年级（下）,music,音乐,pep,人教版,义务教育教科书·音乐（人教版）小学五年级下册,pending,,,,
pep-art-pri_g5-s2,pri_g5,s2,小学五年级（下）,art,美术,pep,人教版,义务教育教科书·美术（人教版）小学五年级下册,pending,,,,
